Category	Term	Counts	ListSize	PopHit	Pop Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Development/Dauer/Aging;Tissue	Up Day 2 Adult P-granule depleted UNC-119::GFP(+)	260	233	15378	30409	0	0	0	B0244.10;B0244.10;B0507.3;B0507.3;acl-12;acl-12;C03B1.14;C03B1.14;C05C12.4;C05C12.4;C12D12.1;C12D12.1;C13C4.6;C13C4.6;math-15;math-15;lys-8;lys-8;C17H12.6;C17H12.6;hpo-15;hpo-15;C31C9.6;C31C9.6;dod-21;dod-21;C32H11.4;C32H11.4;C32H11.9;C32H11.9;gba-1;gba-1;fbxa-175;fbxa-175;fbxa-176;fbxa-176;C44H9.6;C44H9.6;C45E1.4;C45E1.4;C49A9.6;C49A9.6;C50F4.1;C50F4.1;cyp-33C9;cyp-33C9;frpr-4;frpr-4;D2007.1;D2007.1;D2092.1;D2092.1;ugt-43;ugt-43;ech-9;ech-9;fbxa-88;fbxa-88;fbxa-18;fbxa-18;ifb-2;ifb-2;F13H8.1;F13H8.1;F13H8.11;F13H8.11;F14B8.6;F14B8.6;F14E5.1;F14E5.1;F19C7.1;F19C7.1;asp-6;asp-6;F31F7.1;F31F7.1;clec-62;clec-62;clec-63;clec-63;clec-65;clec-65;clec-66;clec-66;dct-17;dct-17;psa-3;psa-3;F40F4.6;F40F4.6;F42C5.4;F42C5.4;F42G2.2;F42G2.2;fbxa-182;fbxa-182;F42G2.5;F42G2.5;fbxa-4;fbxa-4;fbxa-87;fbxa-87;btb-9;btb-9;F46G10.4;F46G10.4;fbxa-188;fbxa-188;dod-23;dod-23;F49F1.7;F49F1.7;F54D5.4;F54D5.4;klf-3;klf-3;F55G11.8;F55G11.8;F56D6.8;F56D6.8;nhr-193;nhr-193;ora-1;ora-1;vit-3;vit-3;vit-4;vit-4;slcf-1;slcf-1;H20E11.3;H20E11.3;H34I24.2;H34I24.2;fozi-1;fozi-1;K02A11.4;K02A11.4;K04G11.3;K04G11.3;K06A4.7;K06A4.7;K06G5.1;K06G5.1;K08D8.5;K08D8.5;K09C4.1;K09C4.1;K11E4.2;K11E4.2;clec-265;clec-265;M04D5.3;M04D5.3;ifc-2;ifc-2;R03G8.3;R03G8.3;scav-5;scav-5;R10E8.8;R10E8.8;lipl-3;lipl-3;T01D3.6;T01D3.6;T02C5.1;T02C5.1;fbxa-135;fbxa-135;fbxa-67;fbxa-67;fbxa-54;fbxa-54;fbxa-55;fbxa-55;T18D3.7;T18D3.7;T20F7.3;T20F7.3;ugt-54;ugt-54;T25D10.1;T25D10.1;clec-173;clec-173;Y102A11A.1;Y102A11A.1;pcp-4;pcp-4;pes-4;pes-4;Y22D7AR.14;Y22D7AR.14;Y22D7AR.7;Y22D7AR.7;srd-64;srd-64;fbxa-74;fbxa-74;lys-1;lys-1;lys-2;lys-2;dmsr-2;dmsr-2;Y34B4A.6;Y34B4A.6;Y38H6C.16;Y38H6C.16;Y40C5A.1;Y40C5A.1;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;Y48C3A.5;Y48C3A.5;fbxa-219;fbxa-219;clec-83;clec-83;clec-84;clec-84;clec-85;clec-85;clec-82;clec-82;lec-6;lec-6;Y55F3BR.11;Y55F3BR.11;Y57G7A.1;Y57G7A.1;skr-4;skr-4;hum-8;hum-8;plc-2;plc-2;fbxa-89;fbxa-89;fbxa-80;fbxa-80;fbxa-19;fbxa-19;Y82E9BL.18;Y82E9BL.18;Y94H6A.2;Y94H6A.2;fbxa-31;fbxa-31;ZK1240.2;ZK1240.2;ZK1320.3;ZK1320.3;ZK418.6;ZK418.6;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/28258184/
Tissue	Up Day 2 Adult P-granule depleted UNC-119::GFP(+)	260	233	15378	30409	0	0	0	B0244.10;B0244.10;B0507.3;B0507.3;acl-12;acl-12;C03B1.14;C03B1.14;C05C12.4;C05C12.4;C12D12.1;C12D12.1;C13C4.6;C13C4.6;math-15;math-15;lys-8;lys-8;C17H12.6;C17H12.6;hpo-15;hpo-15;C31C9.6;C31C9.6;dod-21;dod-21;C32H11.4;C32H11.4;C32H11.9;C32H11.9;gba-1;gba-1;fbxa-175;fbxa-175;fbxa-176;fbxa-176;C44H9.6;C44H9.6;C45E1.4;C45E1.4;C49A9.6;C49A9.6;C50F4.1;C50F4.1;cyp-33C9;cyp-33C9;frpr-4;frpr-4;D2007.1;D2007.1;D2092.1;D2092.1;ugt-43;ugt-43;ech-9;ech-9;fbxa-88;fbxa-88;fbxa-18;fbxa-18;ifb-2;ifb-2;F13H8.1;F13H8.1;F13H8.11;F13H8.11;F14B8.6;F14B8.6;F14E5.1;F14E5.1;F19C7.1;F19C7.1;asp-6;asp-6;F31F7.1;F31F7.1;clec-62;clec-62;clec-63;clec-63;clec-65;clec-65;clec-66;clec-66;dct-17;dct-17;psa-3;psa-3;F40F4.6;F40F4.6;F42C5.4;F42C5.4;F42G2.2;F42G2.2;fbxa-182;fbxa-182;F42G2.5;F42G2.5;fbxa-4;fbxa-4;fbxa-87;fbxa-87;btb-9;btb-9;F46G10.4;F46G10.4;fbxa-188;fbxa-188;dod-23;dod-23;F49F1.7;F49F1.7;F54D5.4;F54D5.4;klf-3;klf-3;F55G11.8;F55G11.8;F56D6.8;F56D6.8;nhr-193;nhr-193;ora-1;ora-1;vit-3;vit-3;vit-4;vit-4;slcf-1;slcf-1;H20E11.3;H20E11.3;H34I24.2;H34I24.2;fozi-1;fozi-1;K02A11.4;K02A11.4;K04G11.3;K04G11.3;K06A4.7;K06A4.7;K06G5.1;K06G5.1;K08D8.5;K08D8.5;K09C4.1;K09C4.1;K11E4.2;K11E4.2;clec-265;clec-265;M04D5.3;M04D5.3;ifc-2;ifc-2;R03G8.3;R03G8.3;scav-5;scav-5;R10E8.8;R10E8.8;lipl-3;lipl-3;T01D3.6;T01D3.6;T02C5.1;T02C5.1;fbxa-135;fbxa-135;fbxa-67;fbxa-67;fbxa-54;fbxa-54;fbxa-55;fbxa-55;T18D3.7;T18D3.7;T20F7.3;T20F7.3;ugt-54;ugt-54;T25D10.1;T25D10.1;clec-173;clec-173;Y102A11A.1;Y102A11A.1;pcp-4;pcp-4;pes-4;pes-4;Y22D7AR.14;Y22D7AR.14;Y22D7AR.7;Y22D7AR.7;srd-64;srd-64;fbxa-74;fbxa-74;lys-1;lys-1;lys-2;lys-2;dmsr-2;dmsr-2;Y34B4A.6;Y34B4A.6;Y38H6C.16;Y38H6C.16;Y40C5A.1;Y40C5A.1;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;Y48C3A.5;Y48C3A.5;fbxa-219;fbxa-219;clec-83;clec-83;clec-84;clec-84;clec-85;clec-85;clec-82;clec-82;lec-6;lec-6;Y55F3BR.11;Y55F3BR.11;Y57G7A.1;Y57G7A.1;skr-4;skr-4;hum-8;hum-8;plc-2;plc-2;fbxa-89;fbxa-89;fbxa-80;fbxa-80;fbxa-19;fbxa-19;Y82E9BL.18;Y82E9BL.18;Y94H6A.2;Y94H6A.2;fbxa-31;fbxa-31;ZK1240.2;ZK1240.2;ZK1320.3;ZK1320.3;ZK418.6;ZK418.6;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/28258184/
Mutants	Down in elt-2(-) larvae vs elt-2(-);elt-7(-) larvae	162	233	1292	30409	8.85E-166	2.79E-162	9.29E-163	B0244.10;B0244.10;B0507.3;B0507.3;C03F11.2;C03F11.2;C05C12.4;C05C12.4;C06B8.2;C06B8.2;C12D12.1;C12D12.1;math-15;math-15;lys-8;lys-8;C31C9.6;C31C9.6;C32H11.4;C32H11.4;gba-1;gba-1;math-20;math-20;C44H9.6;C44H9.6;C44H9.7;C44H9.7;C50F4.1;C50F4.1;ugt-43;ugt-43;F01D5.1;F01D5.1;ech-9;ech-9;ifb-2;ifb-2;F13H8.1;F13H8.1;F13H8.11;F13H8.11;ttr-37;ttr-37;asp-6;asp-6;spp-18;spp-18;nhr-8;nhr-8;clec-62;clec-62;clec-63;clec-63;clec-65;clec-65;clec-66;clec-66;psa-3;psa-3;F41G3.18;F41G3.18;F42G2.2;F42G2.2;fbxa-182;fbxa-182;btb-9;btb-9;F46G10.4;F46G10.4;clec-24;clec-24;F49F1.6;F49F1.6;lipl-1;lipl-1;F55G1.15;F55G1.15;nhr-193;nhr-193;slcf-1;slcf-1;H34I24.2;H34I24.2;K02A11.4;K02A11.4;K06G5.1;K06G5.1;K11E4.2;K11E4.2;clec-265;clec-265;nhr-99;nhr-99;M04D5.3;M04D5.3;lact-3;lact-3;T01D3.6;T01D3.6;fbxa-54;fbxa-54;fbxa-55;fbxa-55;ugt-54;ugt-54;srz-100;srz-100;srz-99;srz-99;clec-173;clec-173;clec-35;clec-35;pcp-4;pcp-4;Y22D7AR.7;Y22D7AR.7;srd-64;srd-64;fbxa-74;fbxa-74;lys-1;lys-1;lys-2;lys-2;comt-2;comt-2;Y34F4.5;Y34F4.5;fpn-1.1;fpn-1.1;Y40C7B.4;Y40C7B.4;Y40D12A.2;Y40D12A.2;fbxa-219;fbxa-219;clec-83;clec-83;clec-84;clec-84;Y54G2A.49;Y54G2A.49;skr-4;skr-4;hum-8;hum-8;Y82E9BR.21;Y82E9BR.21;Y82E9BR.23;Y82E9BR.23;Y82E9BR.25;Y82E9BR.25;cln-3.3;cln-3.3;ZK287.9;ZK287.9;ZK856.5;ZK856.5;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/29360433/
Mutants	Down in wt vs elt-2(-);elt-7(-) larvae	152	233	1980	30409	4.37E-120	1.38E-116	3.44E-117	B0244.10;B0244.10;C05C12.4;C05C12.4;C17H12.6;C17H12.6;hpo-15;hpo-15;C31C9.6;C31C9.6;C32H11.4;C32H11.4;gba-1;gba-1;math-20;math-20;D1054.18;D1054.18;F01D5.1;F01D5.1;ech-9;ech-9;ifb-2;ifb-2;F13H8.1;F13H8.1;ttr-37;ttr-37;asp-6;asp-6;spp-18;spp-18;cyp-37B1;cyp-37B1;clec-63;clec-63;clec-65;clec-65;clec-66;clec-66;psa-3;psa-3;F41G3.18;F41G3.18;F42G2.2;F42G2.2;F42G2.5;F42G2.5;btb-9;btb-9;F49F1.6;F49F1.6;F54D5.4;F54D5.4;lipl-1;lipl-1;F55G1.15;F55G1.15;F55G11.8;F55G11.8;nhr-193;nhr-193;H20E11.3;H20E11.3;H34I24.2;H34I24.2;K02A11.4;K02A11.4;K08D8.5;K08D8.5;K09C4.1;K09C4.1;dod-17;dod-17;K11E4.2;K11E4.2;K12C11.6;K12C11.6;K12C11.7;K12C11.7;clec-265;clec-265;M04D5.3;M04D5.3;scav-5;scav-5;R10E8.8;R10E8.8;lipl-3;lipl-3;T01D3.6;T01D3.6;fbxa-54;fbxa-54;fbxa-55;fbxa-55;T20F7.3;T20F7.3;T23F4.3;T23F4.3;ugt-54;ugt-54;clec-173;clec-173;W02D7.8;W02D7.8;Y102A11A.1;Y102A11A.1;fbxa-21;fbxa-21;fbxa-74;fbxa-74;lys-1;lys-1;lys-2;lys-2;comt-2;comt-2;Y40C5A.1;Y40C5A.1;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;clec-83;clec-83;clec-84;clec-84;Y54G2A.49;Y54G2A.49;clec-85;clec-85;Y55F3BR.11;Y55F3BR.11;Y82E9BR.21;Y82E9BR.21;Y82E9BR.23;Y82E9BR.23;Y82E9BR.25;Y82E9BR.25;cln-3.3;cln-3.3;ZK1240.2;ZK1240.2;ZK1320.3;ZK1320.3;ZK287.9;ZK287.9;clec-143;clec-143;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/29360433/
Development/Dauer/Aging;Mutants;Epigenetics	Down in F1 set-9;set-26	192	233	4920	30409	1.08E-109	3.39E-106	4.84E-107	C06B8.2;C06B8.2;C06B8.2;C12D12.1;C12D12.1;C12D12.1;C17H12.6;C17H12.6;C17H12.6;C18A3.10;C18A3.10;C18A3.10;C28H8.14;C28H8.14;C28H8.14;C31B8.7;C31B8.7;C31B8.7;C32H11.4;C32H11.4;C32H11.4;gba-1;gba-1;gba-1;C44H9.6;C44H9.6;C44H9.6;C49A9.6;C49A9.6;C49A9.6;C50F4.1;C50F4.1;C50F4.1;ifb-2;ifb-2;ifb-2;F13H8.11;F13H8.11;F13H8.11;F14B8.6;F14B8.6;F14B8.6;F14E5.1;F14E5.1;F14E5.1;F19C7.1;F19C7.1;F19C7.1;asp-6;asp-6;asp-6;nhr-8;nhr-8;nhr-8;clec-63;clec-63;clec-63;dct-17;dct-17;dct-17;psa-3;psa-3;psa-3;F40F4.6;F40F4.6;F40F4.6;F42G2.5;F42G2.5;F42G2.5;F46G10.4;F46G10.4;F46G10.4;F55G1.15;F55G1.15;F55G1.15;F55G11.2;F55G11.2;F55G11.2;fbxa-190;fbxa-190;fbxa-190;slcf-1;slcf-1;slcf-1;fozi-1;fozi-1;fozi-1;K02A11.4;K02A11.4;K02A11.4;K04G11.3;K04G11.3;K04G11.3;K06A4.7;K06A4.7;K06A4.7;K06G5.1;K06G5.1;K06G5.1;K08D8.5;K08D8.5;K08D8.5;dod-17;dod-17;dod-17;K11E4.2;K11E4.2;K11E4.2;clec-265;clec-265;clec-265;nhr-99;nhr-99;nhr-99;scav-5;scav-5;scav-5;T02C5.1;T02C5.1;T02C5.1;T23F4.3;T23F4.3;T23F4.3;T25D10.1;T25D10.1;T25D10.1;clec-173;clec-173;clec-173;W04B5.3;W04B5.3;W04B5.3;Y102A11A.1;Y102A11A.1;Y102A11A.1;pcp-4;pcp-4;pcp-4;pes-4;pes-4;pes-4;Y34B4A.6;Y34B4A.6;Y34B4A.6;Y34F4.5;Y34F4.5;Y34F4.5;Y38H6C.16;Y38H6C.16;Y38H6C.16;Y39D8A.1;Y39D8A.1;Y39D8A.1;Y40C5A.1;Y40C5A.1;Y40C5A.1;Y40D12A.2;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;Y48A6B.7;Y48C3A.5;Y48C3A.5;Y48C3A.5;clec-83;clec-83;clec-83;clec-84;clec-84;clec-84;clec-82;clec-82;clec-82;hum-8;hum-8;hum-8;linc-40;linc-40;linc-40;Y82E9BR.21;Y82E9BR.21;Y82E9BR.21;cln-3.3;cln-3.3;cln-3.3;ZK1240.2;ZK1240.2;ZK1240.2;clec-186;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/29714684/
Mutants	Down in F1 set-9;set-26	192	233	4920	30409	1.08E-109	3.39E-106	4.84E-107	C06B8.2;C06B8.2;C06B8.2;C12D12.1;C12D12.1;C12D12.1;C17H12.6;C17H12.6;C17H12.6;C18A3.10;C18A3.10;C18A3.10;C28H8.14;C28H8.14;C28H8.14;C31B8.7;C31B8.7;C31B8.7;C32H11.4;C32H11.4;C32H11.4;gba-1;gba-1;gba-1;C44H9.6;C44H9.6;C44H9.6;C49A9.6;C49A9.6;C49A9.6;C50F4.1;C50F4.1;C50F4.1;ifb-2;ifb-2;ifb-2;F13H8.11;F13H8.11;F13H8.11;F14B8.6;F14B8.6;F14B8.6;F14E5.1;F14E5.1;F14E5.1;F19C7.1;F19C7.1;F19C7.1;asp-6;asp-6;asp-6;nhr-8;nhr-8;nhr-8;clec-63;clec-63;clec-63;dct-17;dct-17;dct-17;psa-3;psa-3;psa-3;F40F4.6;F40F4.6;F40F4.6;F42G2.5;F42G2.5;F42G2.5;F46G10.4;F46G10.4;F46G10.4;F55G1.15;F55G1.15;F55G1.15;F55G11.2;F55G11.2;F55G11.2;fbxa-190;fbxa-190;fbxa-190;slcf-1;slcf-1;slcf-1;fozi-1;fozi-1;fozi-1;K02A11.4;K02A11.4;K02A11.4;K04G11.3;K04G11.3;K04G11.3;K06A4.7;K06A4.7;K06A4.7;K06G5.1;K06G5.1;K06G5.1;K08D8.5;K08D8.5;K08D8.5;dod-17;dod-17;dod-17;K11E4.2;K11E4.2;K11E4.2;clec-265;clec-265;clec-265;nhr-99;nhr-99;nhr-99;scav-5;scav-5;scav-5;T02C5.1;T02C5.1;T02C5.1;T23F4.3;T23F4.3;T23F4.3;T25D10.1;T25D10.1;T25D10.1;clec-173;clec-173;clec-173;W04B5.3;W04B5.3;W04B5.3;Y102A11A.1;Y102A11A.1;Y102A11A.1;pcp-4;pcp-4;pcp-4;pes-4;pes-4;pes-4;Y34B4A.6;Y34B4A.6;Y34B4A.6;Y34F4.5;Y34F4.5;Y34F4.5;Y38H6C.16;Y38H6C.16;Y38H6C.16;Y39D8A.1;Y39D8A.1;Y39D8A.1;Y40C5A.1;Y40C5A.1;Y40C5A.1;Y40D12A.2;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;Y48A6B.7;Y48C3A.5;Y48C3A.5;Y48C3A.5;clec-83;clec-83;clec-83;clec-84;clec-84;clec-84;clec-82;clec-82;clec-82;hum-8;hum-8;hum-8;linc-40;linc-40;linc-40;Y82E9BR.21;Y82E9BR.21;Y82E9BR.21;cln-3.3;cln-3.3;cln-3.3;ZK1240.2;ZK1240.2;ZK1240.2;clec-186;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/29714684/
Epigenetics	Down in F1 set-9;set-26	192	233	4920	30409	1.08E-109	3.39E-106	4.84E-107	C06B8.2;C06B8.2;C06B8.2;C12D12.1;C12D12.1;C12D12.1;C17H12.6;C17H12.6;C17H12.6;C18A3.10;C18A3.10;C18A3.10;C28H8.14;C28H8.14;C28H8.14;C31B8.7;C31B8.7;C31B8.7;C32H11.4;C32H11.4;C32H11.4;gba-1;gba-1;gba-1;C44H9.6;C44H9.6;C44H9.6;C49A9.6;C49A9.6;C49A9.6;C50F4.1;C50F4.1;C50F4.1;ifb-2;ifb-2;ifb-2;F13H8.11;F13H8.11;F13H8.11;F14B8.6;F14B8.6;F14B8.6;F14E5.1;F14E5.1;F14E5.1;F19C7.1;F19C7.1;F19C7.1;asp-6;asp-6;asp-6;nhr-8;nhr-8;nhr-8;clec-63;clec-63;clec-63;dct-17;dct-17;dct-17;psa-3;psa-3;psa-3;F40F4.6;F40F4.6;F40F4.6;F42G2.5;F42G2.5;F42G2.5;F46G10.4;F46G10.4;F46G10.4;F55G1.15;F55G1.15;F55G1.15;F55G11.2;F55G11.2;F55G11.2;fbxa-190;fbxa-190;fbxa-190;slcf-1;slcf-1;slcf-1;fozi-1;fozi-1;fozi-1;K02A11.4;K02A11.4;K02A11.4;K04G11.3;K04G11.3;K04G11.3;K06A4.7;K06A4.7;K06A4.7;K06G5.1;K06G5.1;K06G5.1;K08D8.5;K08D8.5;K08D8.5;dod-17;dod-17;dod-17;K11E4.2;K11E4.2;K11E4.2;clec-265;clec-265;clec-265;nhr-99;nhr-99;nhr-99;scav-5;scav-5;scav-5;T02C5.1;T02C5.1;T02C5.1;T23F4.3;T23F4.3;T23F4.3;T25D10.1;T25D10.1;T25D10.1;clec-173;clec-173;clec-173;W04B5.3;W04B5.3;W04B5.3;Y102A11A.1;Y102A11A.1;Y102A11A.1;pcp-4;pcp-4;pcp-4;pes-4;pes-4;pes-4;Y34B4A.6;Y34B4A.6;Y34B4A.6;Y34F4.5;Y34F4.5;Y34F4.5;Y38H6C.16;Y38H6C.16;Y38H6C.16;Y39D8A.1;Y39D8A.1;Y39D8A.1;Y40C5A.1;Y40C5A.1;Y40C5A.1;Y40D12A.2;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;Y48A6B.7;Y48C3A.5;Y48C3A.5;Y48C3A.5;clec-83;clec-83;clec-83;clec-84;clec-84;clec-84;clec-82;clec-82;clec-82;hum-8;hum-8;hum-8;linc-40;linc-40;linc-40;Y82E9BR.21;Y82E9BR.21;Y82E9BR.21;cln-3.3;cln-3.3;cln-3.3;ZK1240.2;ZK1240.2;ZK1240.2;clec-186;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/29714684/
Tissue	Up in somatic tissues	218	233	7892	30409	1.63E-106	5.14E-103	6.42E-104	B0507.3;B0507.3;acl-12;acl-12;C03B1.14;C03B1.14;C05C12.4;C05C12.4;C12D12.1;C12D12.1;C13C4.6;C13C4.6;math-15;math-15;lys-8;lys-8;C17H12.6;C17H12.6;hpo-15;hpo-15;C28H8.14;C28H8.14;C31B8.7;C31B8.7;gba-1;gba-1;math-20;math-20;C49A9.6;C49A9.6;C50F4.1;C50F4.1;cyp-33C9;cyp-33C9;D2007.1;D2007.1;mrpr-1;mrpr-1;ugt-43;ugt-43;F01D5.1;F01D5.1;ech-9;ech-9;ifb-2;ifb-2;F13H8.11;F13H8.11;F14B8.6;F14B8.6;F19C7.1;F19C7.1;F21A3.11;F21A3.11;ttr-37;ttr-37;asp-6;asp-6;spp-18;spp-18;rrn-2.1;rrn-2.1;F31E9.3;F31E9.3;F31F7.1;F31F7.1;nhr-8;nhr-8;clec-62;clec-62;clec-63;clec-63;clec-65;clec-65;clec-66;clec-66;dct-17;dct-17;psa-3;psa-3;F40F4.6;F40F4.6;F42C5.4;F42C5.4;F42G2.2;F42G2.2;fbxa-182;fbxa-182;F42G2.5;F42G2.5;fbxa-4;fbxa-4;btb-9;btb-9;F46G10.4;F46G10.4;fbxa-188;fbxa-188;dod-23;dod-23;F54D5.4;F54D5.4;lipl-1;lipl-1;F55G1.15;F55G1.15;fbxa-190;fbxa-190;ora-1;ora-1;vit-3;vit-3;vit-4;vit-4;H20E11.3;H20E11.3;H34I24.2;H34I24.2;K02A11.4;K02A11.4;K04G11.3;K04G11.3;K06A4.7;K06A4.7;K06G5.1;K06G5.1;K09C4.1;K09C4.1;clec-265;clec-265;nhr-99;nhr-99;R03G8.3;R03G8.3;scav-5;scav-5;R10E8.8;R10E8.8;lipl-3;lipl-3;T01D3.6;T01D3.6;T02C5.1;T02C5.1;fbxa-135;fbxa-135;fbxa-67;fbxa-67;fbxa-54;fbxa-54;T18D3.7;T18D3.7;T20F7.3;T20F7.3;T23F4.3;T23F4.3;ugt-54;ugt-54;T25D10.1;T25D10.1;pcp-4;pcp-4;fbxa-21;fbxa-21;lys-1;lys-1;lys-2;lys-2;Y34B4A.6;Y34B4A.6;Y34F4.5;Y34F4.5;Y39D8A.1;Y39D8A.1;Y40C7B.4;Y40C7B.4;Y40D12A.2;Y40D12A.2;Y43F8B.24;Y43F8B.24;fbxa-219;fbxa-219;lec-6;lec-6;Y55F3BR.11;Y55F3BR.11;hum-8;hum-8;Y71G12B.32;Y71G12B.32;plc-2;plc-2;fbxa-89;fbxa-89;fbxa-80;fbxa-80;Y82E9BL.18;Y82E9BL.18;linc-40;linc-40;Y9C9A.8;Y9C9A.8;ZC155.8;ZC155.8;cln-3.3;cln-3.3;fbxa-29;fbxa-29;fbxa-31;fbxa-31;ZK1240.2;ZK1240.2;ZK1320.3;ZK1320.3;ZK287.9;ZK287.9;ZK418.6;ZK418.6	https://pubmed.ncbi.nlm.nih.gov/31208332/
Microbes	Up by Bacillus thuringiensis pore forming toxin Cry5B	166	233	3646	30409	6.72E-98	2.12E-94	2.35E-95	acl-12;acl-12;C05B5.17;C05B5.17;C08B6.3;C08B6.3;C12D12.1;C12D12.1;math-15;math-15;lys-8;lys-8;C17H12.6;C17H12.6;C18A3.10;C18A3.10;C31B8.7;C31B8.7;dod-21;dod-21;math-20;math-20;cyp-33C9;cyp-33C9;D2007.1;D2007.1;D2092.1;D2092.1;ech-9;ech-9;clec-45;clec-45;clec-46;clec-46;fbxa-88;fbxa-88;F13H8.11;F13H8.11;F14H3.12;F14H3.12;F19C7.1;F19C7.1;asp-6;asp-6;nhr-8;nhr-8;clec-62;clec-62;clec-63;clec-63;clec-65;clec-65;dct-17;dct-17;F42G2.2;F42G2.2;fbxa-182;fbxa-182;F42G2.5;F42G2.5;fbxa-4;fbxa-4;F46G10.4;F46G10.4;fbxa-188;fbxa-188;dod-23;dod-23;F54D5.4;F54D5.4;ora-1;ora-1;slcf-1;slcf-1;H34I24.2;H34I24.2;fozi-1;fozi-1;K06A4.7;K06A4.7;K06G5.1;K06G5.1;dod-17;dod-17;K12C11.6;K12C11.6;M04D5.3;M04D5.3;lact-3;lact-3;R03G8.3;R03G8.3;T02C5.1;T02C5.1;fbxa-67;fbxa-67;T25D10.1;T25D10.1;srz-100;srz-100;srz-99;srz-99;clec-173;clec-173;W04B5.3;W04B5.3;Y102A11A.1;Y102A11A.1;clec-35;clec-35;pcp-4;pcp-4;fbxa-21;fbxa-21;Y22D7AR.14;Y22D7AR.14;Y22D7AR.7;Y22D7AR.7;srd-64;srd-64;fbxa-74;fbxa-74;lys-1;lys-1;lys-2;lys-2;Y34B4A.6;Y34B4A.6;Y34F4.5;Y34F4.5;fpn-1.1;fpn-1.1;Y39D8A.1;Y39D8A.1;Y40D12A.2;Y40D12A.2;Y41D4B.17;Y41D4B.17;clec-83;clec-83;clec-84;clec-84;clec-85;clec-85;lec-6;lec-6;Y57G7A.1;Y57G7A.1;skr-4;skr-4;hum-8;hum-8;Y71G12B.32;Y71G12B.32;fbxa-89;fbxa-89;Y82E9BL.18;Y82E9BL.18;ZK1240.2;ZK1240.2;ZK1320.3;ZK1320.3;ZK287.9;ZK287.9;clec-143;clec-143	https://pubmed.ncbi.nlm.nih.gov/30630824/
Mutants;DAF/Insulin/food	Down in daf-2(e1370);mes-1(bn84ts)	117	233	1464	30409	6.27E-89	1.97E-85	1.80E-86	C06B8.2;C06B8.2;C06B8.2;C12D12.1;C12D12.1;C12D12.1;C17H12.6;C17H12.6;C17H12.6;hpo-15;hpo-15;hpo-15;dod-21;dod-21;dod-21;C32H11.4;C32H11.4;C32H11.4;C32H11.9;C32H11.9;C32H11.9;gba-1;gba-1;gba-1;ugt-43;ugt-43;ugt-43;ifb-2;ifb-2;ifb-2;F14B8.6;F14B8.6;F14B8.6;F14H3.12;F14H3.12;F14H3.12;F19C7.1;F19C7.1;F19C7.1;asp-6;asp-6;asp-6;cyp-37B1;cyp-37B1;cyp-37B1;clec-63;clec-63;clec-63;clec-66;clec-66;clec-66;F40F4.6;F40F4.6;F40F4.6;dod-23;dod-23;dod-23;F49F1.7;F49F1.7;F49F1.7;F54D5.4;F54D5.4;F54D5.4;ora-1;ora-1;ora-1;vit-3;vit-3;vit-3;vit-4;vit-4;vit-4;K06G5.1;K06G5.1;K06G5.1;K08D8.5;K08D8.5;K08D8.5;dod-17;dod-17;dod-17;clec-265;clec-265;clec-265;ifc-2;ifc-2;ifc-2;scav-5;scav-5;scav-5;lipl-3;lipl-3;lipl-3;T01D3.6;T01D3.6;T01D3.6;clec-173;clec-173;clec-173;Y34B4A.6;Y34B4A.6;Y34B4A.6;Y39D8A.1;Y39D8A.1;Y39D8A.1;Y40D12A.2;Y40D12A.2;Y40D12A.2;Y48A6B.7;Y48A6B.7;Y48A6B.7;ZK287.9;ZK287.9;ZK287.9;clec-186;clec-186;clec-186	https://pubmed.ncbi.nlm.nih.gov/26976573/
