Category	Term	Counts	ListSize	PopHit	Pop Size	Pvalue	Bonferroni	FDR	OverlappedID	Refs
Tissue	Up Day 2 Adult P-granule depleted  UNC-119::GFP(+)	368	318	15672	31146	0	0	0	Y41C4A.11;Y41C4A.11;cpt-3;cpt-3;fipr-22;fipr-22;cyp-34A2;cyp-34A2;F54F7.2;F54F7.2;F48D6.4;F48D6.4;B0205.13;B0205.13;C27B7.9;C27B7.9;dct-8;dct-8;C06B3.7;C06B3.7;csq-1;csq-1;T12D8.5;T12D8.5;T10C6.15;T10C6.15;R09A1.3;R09A1.3;cyp-34A9;cyp-34A9;F28H1.1;F28H1.1;W05H9.3;W05H9.3;C54C6.7;C54C6.7;F57G8.7;F57G8.7;nnt-1;nnt-1;sma-1;sma-1;cpt-4;cpt-4;W04A4.2;W04A4.2;F18C5.10;F18C5.10;C06B8.7;C06B8.7;F47A4.5;F47A4.5;K02E10.1;K02E10.1;F16B4.7;F16B4.7;acs-17;acs-17;F26F12.3;F26F12.3;F56A4.3;F56A4.3;F48C1.9;F48C1.9;F53E10.1;F53E10.1;F26G1.2;F26G1.2;ZK550.6;ZK550.6;dlc-3;dlc-3;aqp-2;aqp-2;T03F1.6;T03F1.6;ttr-6;ttr-6;spp-15;spp-15;vab-2;vab-2;F22B8.7;F22B8.7;F23D12.7;F23D12.7;Y54G2A.11;Y54G2A.11;lbp-1;lbp-1;adm-2;adm-2;B0272.4;B0272.4;hsp-16.11;hsp-16.11;cht-1;cht-1;K10B4.3;K10B4.3;tes-1;tes-1;F09F3.8;F09F3.8;Y97E10AR.1;Y97E10AR.1;snf-11;snf-11;C33D9.5;C33D9.5;C08D8.1;C08D8.1;pha-4;pha-4;C06E4.3;C06E4.3;Y43F8B.9;Y43F8B.9;ubc-8;ubc-8;ttr-11;ttr-11;F17C11.11;F17C11.11;C32D5.12;C32D5.12;T13H5.6;T13H5.6;ttr-5;ttr-5;F59B10.4;F59B10.4;cgt-1;cgt-1;F28F5.6;F28F5.6;swt-1;swt-1;T24B8.4;T24B8.4;Y87G2A.2;Y87G2A.2;arl-7;arl-7;col-176;col-176;egl-15;egl-15;F10E9.1;F10E9.1;C32D5.7;C32D5.7;acs-16;acs-16;lact-5;lact-5;sodh-2;sodh-2;C07H4.1;C07H4.1;Y73B6BL.27;Y73B6BL.27;hil-7;hil-7;faah-6;faah-6;C06B3.6;C06B3.6;Y57G11C.46;Y57G11C.46;paf-2;paf-2;siah-1;siah-1;F53C11.9;F53C11.9;E04F6.8;E04F6.8;sek-1;sek-1;Y70G10A.3;Y70G10A.3;C36E8.4;C36E8.4;dhs-18;dhs-18;srw-85;srw-85;fbxa-33;fbxa-33;Y38F1A.8;Y38F1A.8;T20B3.1;T20B3.1;icl-1;icl-1;C10C5.5;C10C5.5;Y17G7B.22;Y17G7B.22;F19C6.2;F19C6.2;K06A9.2;K06A9.2;F08G12.5;F08G12.5;faah-2;faah-2;nhr-5;nhr-5;F58F9.7;F58F9.7;ckr-2;ckr-2;F48E3.8;F48E3.8;ver-1;ver-1;tir-1;tir-1;Y73C8B.5;Y73C8B.5;ugt-4;ugt-4;bro-1;bro-1;H16D19.6;H16D19.6;Y73C8B.1;Y73C8B.1;F48E3.2;F48E3.2;Y38H6C.24;Y38H6C.24;F17C8.3;F17C8.3;F38E9.1;F38E9.1;F26E4.7;F26E4.7;srr-2;srr-2;efhd-1;efhd-1;tsp-13;tsp-13;cyp-13B1;cyp-13B1;K02E10.6;K02E10.6;ZK154.6;ZK154.6;ZK1010.8;ZK1010.8;F56C9.8;F56C9.8;C44B7.6;C44B7.6;sto-1;sto-1;F25B3.5;F25B3.5;nhr-208;nhr-208;F58A6.1;F58A6.1;F54F3.4;F54F3.4;fbxa-36;fbxa-36;B0284.2;B0284.2;F14F9.2;F14F9.2;phat-5;phat-5;F53C3.6;F53C3.6;W07A12.4;W07A12.4;M01A8.1;M01A8.1;Y75B8A.28;Y75B8A.28;vhp-1;vhp-1;T20D4.7;T20D4.7;M05B5.2;M05B5.2;cyp-13A5;cyp-13A5;Y77E11A.2;Y77E11A.2;Y44A6C.1;Y44A6C.1;pvf-1;pvf-1;T19C9.8;T19C9.8;ptr-22;ptr-22;tep-1;tep-1;mtl-1;mtl-1;Y58A7A.3;Y58A7A.3;C17H1.5;C17H1.5;B0024.3;B0024.3;F14B8.5;F14B8.5;clp-4;clp-4;C06G1.1;C06G1.1;C25E10.10;C25E10.10;irg-2;irg-2;kgb-2;kgb-2;ZC443.3;ZC443.3;B0403.3;B0403.3;R13H4.5;R13H4.5;K09D9.1;K09D9.1;haf-7;haf-7;F19B10.13;F19B10.13;C23H4.6;C23H4.6;C49G7.10;C49G7.10;arrd-3;arrd-3;Y102A11A.9;Y102A11A.9;W08A12.2;W08A12.2;T23F11.6;T23F11.6;C49G7.7;C49G7.7;D2063.1;D2063.1;ttr-45;ttr-45;C28G1.2;C28G1.2;C25F9.16;C25F9.16;B0284.1;B0284.1;gem-4;gem-4;R05H10.1;R05H10.1;oac-31;oac-31;srr-6;srr-6	https://pubmed.ncbi.nlm.nih.gov/28258184/
Microbes	"UP by B. thuringiensis at 6h (BT247, 1:2) (Yang)"	120	318	644	31146	1.20E-117	3.70E-114	1.30E-114	col-95;cpt-3;B0205.13;C06B3.7;W10G11.1;T12D8.5;T10C6.15;R09A1.3;F59C6.18;F28H1.1;col-135;C54C6.7;F57G8.7;Y54G2A.36;sma-1;ckb-4;cyp-14A3;W01F3.2;Y51A2B.16;F48C1.9;ttr-6;vab-2;C11G10.1;adm-2;cht-1;K10B4.3;tes-1;egrh-1;col-89;cyp-13A11;F09F3.8;pha-4;F17C11.11;Y17G9A.4;C32D5.12;C45G9.7;T13H5.6;cgt-1;Y2H9A.6;F28F5.6;F45D3.4;T24B8.4;arl-7;T28A11.3;scrm-1;C32D5.7;thn-5;pqn-29;R09D1.12;Y73B6BL.27;Y57G11C.46;pho-9;E04F6.8;sek-1;fipr-24;fbxa-33;K10G6.5;T07A5.7;cnp-3;F19C6.2;faah-2;F48E3.8;tir-1;Y73C8B.5;bro-1;F48E3.2;F38E9.1;F26E4.7;srr-2;tsp-13;K02E10.6;ZK1010.8;F56C9.8;T08D2.6;sto-1;ZK105.1;ttr-17;M01A8.1;Y75B8A.28;ZK1037.13;vhp-1;T20D4.7;M05B5.2;cyp-13A5;pvf-1;ptr-22;tep-1;mtl-1;Y58A7A.3;C17H1.5;B0024.3;F14B8.5;clp-4;C25E10.10;irg-2;ZC443.3;B0403.3;R13H4.5;K09D9.1;haf-7;F19B10.13;C23H4.6;C49G7.10;nhr-6;T20D4.12;srt-22;Y102A11A.9;W08A12.2;T23F11.6;C49G7.7;ghi-1;D2063.1;ttr-45;C28G1.2;C25F9.16;B0284.1;gem-4;R05H10.1;oac-31;srr-6	http://www.ncbi.nlm.nih.gov/pubmed/25720978
Tissue	Up in somatic tissues	276	318	7918	31146	1.30E-117	3.80E-114	1.30E-114	col-95;col-95;mel-32;mel-32;nlp-28;nlp-28;cpt-3;cpt-3;cyp-34A2;cyp-34A2;F54F7.2;F54F7.2;F48D6.4;F48D6.4;B0205.13;B0205.13;C27B7.9;C27B7.9;C06B3.7;C06B3.7;csq-1;csq-1;suca-1;suca-1;T12D8.5;T12D8.5;cyp-34A9;cyp-34A9;F59C6.16;F59C6.16;Y39B6A.27;Y39B6A.27;W05H9.3;W05H9.3;Y95B8A.6;Y95B8A.6;nnt-1;nnt-1;F18C5.10;F18C5.10;W04G3.13;W04G3.13;W01F3.2;W01F3.2;dhs-31;dhs-31;F47A4.5;F47A4.5;K02E10.1;K02E10.1;acs-17;acs-17;F26F12.3;F26F12.3;F48C1.9;F48C1.9;F26G1.2;F26G1.2;ZK550.6;ZK550.6;ttr-6;ttr-6;F11E6.11;F11E6.11;spp-15;spp-15;F23D12.7;F23D12.7;lbp-1;lbp-1;C11G10.1;C11G10.1;tli-1;tli-1;B0272.4;B0272.4;K10B4.3;K10B4.3;tes-1;tes-1;M7.8;M7.8;Y43F8B.9;Y43F8B.9;C02F5.7;C02F5.7;F26A1.8;F26A1.8;F17C11.11;F17C11.11;Y17G9A.4;Y17G9A.4;C32D5.12;C32D5.12;ttr-5;ttr-5;F59B10.4;F59B10.4;T10G3.1;T10G3.1;C49F5.11;C49F5.11;F28F5.6;F28F5.6;swt-1;swt-1;F45D3.4;F45D3.4;col-176;col-176;egl-15;egl-15;scrm-1;scrm-1;C32D5.7;C32D5.7;thn-5;thn-5;Y53G8B.2;Y53G8B.2;F16C3.2;F16C3.2;lact-5;lact-5;R09D1.12;R09D1.12;C07H4.1;C07H4.1;Y73B6BL.27;Y73B6BL.27;C06B3.6;C06B3.6;Y57G11C.46;Y57G11C.46;W09C2.7;W09C2.7;paf-2;paf-2;F53C11.9;F53C11.9;E04F6.8;E04F6.8;sek-1;sek-1;Y70G10A.3;Y70G10A.3;C36E8.4;C36E8.4;dhs-18;dhs-18;Y38F1A.8;Y38F1A.8;T20B3.1;T20B3.1;icl-1;icl-1;C10C5.5;C10C5.5;F08G12.5;F08G12.5;faah-2;faah-2;nhr-5;nhr-5;F58F9.7;F58F9.7;T10H9.8;T10H9.8;ugt-4;ugt-4;Y73C8B.1;Y73C8B.1;F48E3.2;F48E3.2;Y38H6C.24;Y38H6C.24;F17C8.3;F17C8.3;F38E9.1;F38E9.1;acs-7;acs-7;efhd-1;efhd-1;tsp-13;tsp-13;K02E10.6;K02E10.6;ZK154.6;ZK154.6;C44B7.6;C44B7.6;sto-1;sto-1;ZK105.1;ZK105.1;F25B3.5;F25B3.5;nhr-208;nhr-208;F58A6.1;F58A6.1;F54F3.4;F54F3.4;T05E7.4;T05E7.4;prx-11;prx-11;W07A12.4;W07A12.4;ttr-17;ttr-17;M01A8.1;M01A8.1;best-24;best-24;T20D4.7;T20D4.7;M05B5.2;M05B5.2;cyp-13A5;cyp-13A5;Y44A6C.1;Y44A6C.1;T19C9.8;T19C9.8;tep-1;tep-1;mtl-1;mtl-1;Y58A7A.3;Y58A7A.3;C17H1.5;C17H1.5;F14B8.5;F14B8.5;C25E10.10;C25E10.10;irg-2;irg-2;ZC443.3;ZC443.3;B0403.3;B0403.3;R13H4.5;R13H4.5;K09D9.1;K09D9.1;haf-7;haf-7;C23H4.6;C23H4.6;C49G7.10;C49G7.10;clec-17;clec-17;W08A12.2;W08A12.2;B0563.10;B0563.10;T23F11.6;T23F11.6;C49G7.7;C49G7.7;ghi-1;ghi-1;D2063.1;D2063.1;ttr-45;ttr-45;gem-4;gem-4;R05H10.1;R05H10.1;srr-6;srr-6	https://pubmed.ncbi.nlm.nih.gov/31208332/
Microbes	"UP by B. thuringiensis at 6h (BT247, 1:10) (Yang)"	125	318	751	31146	1.40E-116	4.00E-113	1.00E-113	col-95;cpt-3;cnc-4;B0205.13;C06B3.7;W10G11.1;T12D8.5;T10C6.15;R09A1.3;F28H1.1;F57G8.7;Y54G2A.36;sma-1;ckb-4;C37A5.3;dhhc-1;cyp-14A3;C06B8.7;W01F3.2;F47A4.5;F48C1.9;aqp-2;ttr-6;vab-2;C11G10.1;adm-2;tli-1;cht-1;K10B4.3;tes-1;egrh-1;col-89;cyp-13A11;C33D9.5;pha-4;K07G5.4;F17C11.11;Y17G9A.4;C45G9.7;T13H5.6;cgt-1;Y2H9A.6;F45D3.4;T24B8.4;arl-7;pcs-1;T28A11.3;scrm-1;C32D5.7;acs-16;thn-5;pqn-29;Y73B6BL.27;pho-9;E04F6.8;sek-1;fipr-24;fbxa-33;K10G6.5;T07A5.7;cnp-3;F19C6.2;faah-2;F48E3.8;tir-1;Y73C8B.5;bro-1;F48E3.2;Y38H6C.24;F38E9.1;F26E4.7;srr-2;efhd-1;ZK1010.8;F56C9.8;C44B7.6;sto-1;ZK105.1;K10H10.10;nhr-208;W03G1.5;ttr-17;M01A8.1;Y75B8A.28;ZK1037.13;vhp-1;T20D4.7;M05B5.2;cyp-13A5;pvf-1;ptr-22;tep-1;mtl-1;Y58A7A.3;C17H1.5;B0024.3;F14B8.5;clp-4;C25E10.10;irg-2;ZC443.3;B0403.3;R13H4.5;K09D9.1;haf-7;F19B10.13;C23H4.6;C49G7.10;nhr-6;T20D4.12;srt-22;Y102A11A.9;W08A12.2;T23F11.6;C49G7.7;ghi-1;D2063.1;ttr-45;C28G1.2;C25F9.16;B0284.1;gem-4;R05H10.1;oac-31;srr-6	http://www.ncbi.nlm.nih.gov/pubmed/25720978
Mutants	up at 3h NaCl	114	318	958	31146	2.10E-88	6.30E-85	1.30E-85	nlp-28;nlp-28;cpt-3;cpt-3;fipr-22;fipr-22;cnc-4;cnc-4;F48D6.4;F48D6.4;B0205.13;B0205.13;C06B3.7;C06B3.7;T12D8.5;T12D8.5;T10C6.15;T10C6.15;nnt-1;nnt-1;R09E10.13;R09E10.13;C37A5.3;C37A5.3;F53E10.1;F53E10.1;F26G1.2;F26G1.2;F11E6.11;F11E6.11;tli-1;tli-1;cgt-1;cgt-1;swt-1;swt-1;pqn-29;pqn-29;C07H4.1;C07H4.1;fipr-24;fipr-24;fbxa-33;fbxa-33;icl-1;icl-1;faah-2;faah-2;F48E3.8;F48E3.8;cal-2;cal-2;F48E3.2;F48E3.2;F26E4.7;F26E4.7;srr-2;srr-2;cyp-13B1;cyp-13B1;F25B3.5;F25B3.5;T05E7.4;T05E7.4;prx-11;prx-11;F53C3.6;F53C3.6;vhp-1;vhp-1;tre-5;tre-5;M05B5.2;M05B5.2;cyp-13A5;cyp-13A5;ptr-22;ptr-22;Y58A7A.3;Y58A7A.3;F14B8.5;F14B8.5;irg-2;irg-2;B0403.3;B0403.3;R13H4.5;R13H4.5;K09D9.1;K09D9.1;haf-7;haf-7;F19B10.13;F19B10.13;C49G7.10;C49G7.10;nhr-6;nhr-6;T23F11.6;T23F11.6;C49G7.7;C49G7.7;ghi-1;ghi-1;ttr-45;ttr-45;C28G1.2;C28G1.2;R05H10.1;R05H10.1;oac-31;oac-31;srr-6;srr-6	NULL
Microbes	UP on S. marcescens	121	318	1239	31146	3.40E-84	9.90E-81	1.70E-81	nlp-28;cpt-3;fipr-22;W10G11.2;cnc-4;C27B7.9;dct-8;C06B3.7;csq-1;T12D8.5;cyp-34A9;F28H1.1;W05H9.3;C54C6.7;Y95B8A.6;sma-1;cpt-4;C37A5.3;F18C5.10;W01F3.2;dhs-31;F16B4.7;acs-17;F26F12.3;F48C1.9;F26G1.2;ZK550.6;aqp-2;ttr-6;F11E6.11;spp-15;Y54G2A.11;lbp-1;C11G10.1;B0272.4;ttm-1;cht-1;K10B4.3;tes-1;F47E1.4;pha-4;M7.8;Y43F8B.9;C02F5.7;F17C11.11;C32D5.12;T13H5.6;ttr-5;F28F5.6;F45D3.4;T24B8.4;Y87G2A.2;egl-15;acs-16;F16C3.2;C07H4.1;C06B3.6;paf-2;pho-9;E04F6.8;C36E8.4;dhs-18;Y38F1A.8;T20B3.1;icl-1;C10C5.5;F19C6.2;faah-2;F08G2.4;F58F9.7;F48E3.8;tir-1;T10H9.8;ugt-4;cal-2;Y73C8B.1;F26E4.7;acs-7;cyp-13B1;sto-1;ZK105.1;F58A6.1;F54F3.4;prx-11;M7.12;ttr-17;M01A8.1;Y75B8A.28;vhp-1;best-24;tre-5;M05B5.2;cyp-34A7;cyp-13A5;Y77E11A.2;Y44A6C.1;nep-14;ptr-22;tep-1;mtl-1;ckb-2;Y58A7A.3;F14B8.5;clp-4;C25E10.10;irg-2;kgb-2;ZC443.3;K09D9.1;C23H4.6;C49G7.10;nhr-6;W08A12.2;T23F11.6;C49G7.7;D2063.1;ttr-45;gem-4;R05H10.1;oac-31;srr-6	http://www.ncbi.nlm.nih.gov/pubmed/23028509
Microbes	UP on X. nematophila	96	318	746	31146	1.80E-76	5.30E-73	7.50E-74	col-95;nlp-28;cpt-3;fipr-22;W10G11.2;cnc-4;B0205.13;C27B7.9;dct-8;C06B3.7;T10C6.15;cyp-34A9;F28H1.1;col-135;Y95B8A.6;cpt-4;C37A5.3;W04A4.2;W01F3.2;dhs-31;acs-17;F26F12.3;F48C1.9;ZK550.6;aqp-2;F11E6.11;Y54G2A.11;C11G10.1;B0272.4;K10B4.3;M7.8;Y43F8B.9;C02F5.7;F17C11.11;C32D5.12;T10G3.1;F28F5.6;swt-1;F45D3.4;arl-7;acs-16;pqn-29;F16C3.2;lact-5;pqn-67;C06B3.6;paf-2;pho-9;dhs-18;fipr-24;T20B3.1;icl-1;F08G12.5;faah-2;F08G2.4;F58F9.7;tir-1;T10H9.8;ugt-4;cal-2;Y73C8B.1;acs-7;efhd-1;sto-1;F54F3.4;T05E7.4;prx-11;ttr-17;M01A8.1;vhp-1;Y77E11A.2;Y44A6C.1;pvf-1;nep-14;ptr-22;tep-1;mtl-1;Y58A7A.3;irg-2;kgb-2;ZC443.3;B0403.3;K09D9.1;haf-7;C23H4.6;C49G7.10;arrd-3;C08E3.13;W08A12.2;T23F11.6;C49G7.7;D2063.1;gem-4;R05H10.1;oac-31;srr-6	http://www.ncbi.nlm.nih.gov/pubmed/23028509
Mutants	Up in nuo-6	112	318	1398	31146	5.50E-68	1.60E-64	2.00E-65	col-95;col-95;col-95;col-95;nlp-28;nlp-28;nlp-28;nlp-28;fipr-22;fipr-22;F54F7.2;F54F7.2;F54F7.2;F54F7.2;B0205.13;B0205.13;B0205.13;B0205.13;C27B7.9;C27B7.9;C27B7.9;C27B7.9;dct-8;dct-8;C06B3.7;C06B3.7;C06B3.7;C06B3.7;Y49G5A.1;Y49G5A.1;Y49G5A.1;Y49G5A.1;F57G8.7;F57G8.7;F57G8.7;F57G8.7;C37A5.3;C37A5.3;dhs-31;dhs-31;dhs-31;dhs-31;cyp-13A11;cyp-13A11;R09D1.12;R09D1.12;R09D1.12;R09D1.12;faah-6;faah-6;C06B3.6;C06B3.6;C06B3.6;C06B3.6;fipr-24;fipr-24;F25B3.5;F25B3.5;F25B3.5;F25B3.5;fbxa-36;fbxa-36;B0284.2;B0284.2;B0284.2;B0284.2;F14F9.2;F14F9.2;F14F9.2;F14F9.2;phat-5;phat-5;T20D4.7;T20D4.7;T20D4.7;T20D4.7;cyp-13A5;cyp-13A5;cyp-13A5;cyp-13A5;T19C9.8;T19C9.8;T19C9.8;T19C9.8;mtl-1;mtl-1;mtl-1;mtl-1;irg-2;irg-2;irg-2;irg-2;kgb-2;kgb-2;kgb-2;kgb-2;C23H4.6;C23H4.6;C23H4.6;C23H4.6;clec-17;clec-17;clec-17;clec-17;C49G7.7;C49G7.7;C49G7.7;C49G7.7;B0284.1;B0284.1;B0284.1;B0284.1	https://pubmed.ncbi.nlm.nih.gov/30563508/
Mutants	Up by jmjd-1.2 overexpression	216	318	6894	31146	7.30E-68	2.10E-64	2.40E-65	fipr-22;fipr-22;fipr-22;cyp-34A2;cyp-34A2;cyp-34A2;cnc-4;cnc-4;cnc-4;B0205.13;B0205.13;B0205.13;csq-1;csq-1;csq-1;cyp-34A9;cyp-34A9;cyp-34A9;F59C6.18;F59C6.18;F59C6.18;Y49G5A.1;Y49G5A.1;Y49G5A.1;Y95B8A.6;Y95B8A.6;Y95B8A.6;C10G11.7;C10G11.7;C10G11.7;F18C5.10;F18C5.10;F18C5.10;C06B8.7;C06B8.7;C06B8.7;W01F3.2;W01F3.2;W01F3.2;F47A4.5;F47A4.5;F47A4.5;acs-17;acs-17;acs-17;F26F12.3;F26F12.3;F26F12.3;C36C5.14;C36C5.14;C36C5.14;adm-2;adm-2;adm-2;hsp-16.11;hsp-16.11;hsp-16.11;tes-1;tes-1;tes-1;T12G3.4;T12G3.4;T12G3.4;Y97E10AR.1;Y97E10AR.1;Y97E10AR.1;snf-11;snf-11;snf-11;F26A1.8;F26A1.8;F26A1.8;T13H5.6;T13H5.6;T13H5.6;T10G3.1;T10G3.1;T10G3.1;T24B8.4;T24B8.4;T24B8.4;T28A11.3;T28A11.3;T28A11.3;col-176;col-176;col-176;C32D5.7;C32D5.7;C32D5.7;pqn-29;pqn-29;pqn-29;pqn-67;pqn-67;pqn-67;C06B3.6;C06B3.6;C06B3.6;sek-1;sek-1;sek-1;Y70G10A.3;Y70G10A.3;Y70G10A.3;Y38F1A.8;Y38F1A.8;Y38F1A.8;icl-1;icl-1;icl-1;C10C5.5;C10C5.5;C10C5.5;F19C6.2;F19C6.2;F19C6.2;faah-2;faah-2;faah-2;nhr-5;nhr-5;nhr-5;F48E3.8;F48E3.8;F48E3.8;ugt-4;ugt-4;ugt-4;F38E9.1;F38E9.1;F38E9.1;F26E4.7;F26E4.7;F26E4.7;cyp-13B1;cyp-13B1;cyp-13B1;ZK1010.8;ZK1010.8;ZK1010.8;C44B7.6;C44B7.6;C44B7.6;F25B3.5;F25B3.5;F25B3.5;fbxa-36;fbxa-36;fbxa-36;W07A12.4;W07A12.4;W07A12.4;vhp-1;vhp-1;vhp-1;T20D4.7;T20D4.7;T20D4.7;tre-5;tre-5;tre-5;M05B5.2;M05B5.2;M05B5.2;cyp-34A7;cyp-34A7;cyp-34A7;cyp-13A5;cyp-13A5;cyp-13A5;Y44A6C.1;Y44A6C.1;Y44A6C.1;ptr-22;ptr-22;ptr-22;tep-1;tep-1;tep-1;F14B8.5;F14B8.5;F14B8.5;C06G1.1;C06G1.1;C06G1.1;W08E12.3;W08E12.3;W08E12.3;ZC443.3;ZC443.3;ZC443.3;K09D9.1;K09D9.1;K09D9.1;haf-7;haf-7;haf-7;C49G7.10;C49G7.10;C49G7.10;C08E3.13;C08E3.13;C08E3.13;T20D4.12;T20D4.12;T20D4.12;Y102A11A.9;Y102A11A.9;Y102A11A.9;C49G7.7;C49G7.7;C49G7.7;B0284.1;B0284.1;B0284.1	https://pubmed.ncbi.nlm.nih.gov/27133168/
TF Targets	daf-16 targets within daf-2(-) (Kumar)	87	318	835	31146	6.10E-61	1.80E-57	1.70E-58	Y41C4A.11;nlp-28;fipr-22;F48D6.4;C06B3.7;csq-1;cpt-1;suca-1;T12D8.5;T10C6.15;F59C6.16;W05H9.3;C54C6.7;Y95B8A.6;sma-1;C37A5.3;dhhc-1;ral-1;C06B8.7;F47A4.5;F23C8.6;K02E10.1;aqp-2;ttr-6;spp-15;F23D12.7;lbp-1;adm-2;tli-1;B0272.4;C44C1.6;T12G3.4;F09F3.8;Y97E10AR.1;snf-11;pha-4;C45G9.7;ttr-5;T10G3.1;F45D3.4;Y87G2A.2;C32D5.7;acs-16;C06B3.6;F53C11.9;E04F6.8;fbxa-33;T20B3.1;icl-1;cnp-3;F19C6.2;K06A9.2;F08G12.5;F08G2.4;F58F9.7;F17C8.3;acs-7;tsp-13;K02E10.6;ZK154.6;F56C9.8;sto-1;F25B3.5;F58A6.1;M7.12;F53C3.6;W03G1.5;ttr-17;vhp-1;cyp-13A5;Y44A6C.1;tep-1;mtl-1;Y58A7A.3;F14B8.5;clp-4;C25E10.10;Y56A3A.33;ZC443.3;C23H4.6;W08A12.2;ghi-1;D2063.1;ttr-45;C28G1.2;gem-4;srr-6	NULL
